FusionName	Sample	zscore_Gene1A	zscore_Gene1B	zscore_Gene2A	zscore_Gene2B	note_expression_Gene1A	note_expression_Gene1B	note_expression_Gene2A	note_expression_Gene2B	LeftBreakpoint	RightBreakpoint	Caller	Fusion_Type	JunctionReadCount	SpanningFragCount	Confidence	annots	Gene1A	Gene2A	Gene1B	Gene2B	Gene1A_anno	Gene1B_anno	Gene2A_anno	Gene2B_anno	Fusion_anno
AL590132.1--KCNH1	BS_8MA5B8Y9	NA	1.95516130844469	NA	NA	NA	no change	NA	NA	1:211082780	1:211090690	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_8MA5B8Y9	NA	1.95516130844469	NA	NA	NA	no change	NA	NA	1:210919640	1:210920069	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_8MA5B8Y9	NA	1.95516130844469	NA	NA	NA	no change	NA	NA	1:211018864	1:211019256	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_8MA5B8Y9	NA	1.95516130844469	NA	NA	NA	no change	NA	NA	1:211018864	1:211107377	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_912NX4Y0	NA	3.22660645268006	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211090690	ARRIBA	frameshift	9	3	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_912NX4Y0	NA	3.22660645268006	NA	NA	NA	differentially expressed	NA	NA	1:211082780	1:211090690	ARRIBA	frameshift	5	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_912NX4Y0	NA	3.22660645268006	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211082898	ARRIBA	frameshift	2	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_912NX4Y0	NA	3.22660645268006	NA	NA	NA	differentially expressed	NA	NA	1:211090562	1:211107377	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_912NX4Y0	NA	3.22660645268006	NA	NA	NA	differentially expressed	NA	NA	1:210919640	1:210920069	ARRIBA	frameshift	3	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_912NX4Y0	NA	3.22660645268006	NA	NA	NA	differentially expressed	NA	NA	1:211082780	1:211107377	ARRIBA	frameshift	3	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_912NX4Y0	NA	3.22660645268006	NA	NA	NA	differentially expressed	NA	NA	1:210919640	1:211090690	ARRIBA	in-frame	2	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_912NX4Y0	NA	3.22660645268006	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211019256	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_92VDQ0NE	NA	2.3338658135749	NA	NA	NA	differentially expressed	NA	NA	1:211082780	1:211107377	ARRIBA	frameshift	25	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_92VDQ0NE	NA	2.3338658135749	NA	NA	NA	differentially expressed	NA	NA	1:211090562	1:211107377	ARRIBA	in-frame	6	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_92VDQ0NE	NA	2.3338658135749	NA	NA	NA	differentially expressed	NA	NA	1:210919640	1:210920069	ARRIBA	frameshift	3	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_92VDQ0NE	NA	2.3338658135749	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211107377	ARRIBA	frameshift	3	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_92VDQ0NE	NA	2.3338658135749	NA	NA	NA	differentially expressed	NA	NA	1:211082780	1:211090690	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_92VDQ0NE	NA	2.3338658135749	NA	NA	NA	differentially expressed	NA	NA	1:210919640	1:211107377	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_92VDQ0NE	NA	2.3338658135749	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211019256	ARRIBA	in-frame	4	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_92VDQ0NE	NA	2.3338658135749	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211090690	ARRIBA	frameshift	23	2	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_9F09XV62	NA	1.36555473307387	NA	NA	NA	no change	NA	NA	1:210919640	1:210920069	ARRIBA	frameshift	3	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_9F09XV62	NA	1.36555473307387	NA	NA	NA	no change	NA	NA	1:211018864	1:211019256	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_9F09XV62	NA	1.36555473307387	NA	NA	NA	no change	NA	NA	1:211082780	1:211107377	ARRIBA	frameshift	5	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_9F09XV62	NA	1.36555473307387	NA	NA	NA	no change	NA	NA	1:211018864	1:211090690	ARRIBA	frameshift	3	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_9F09XV62	NA	1.36555473307387	NA	NA	NA	no change	NA	NA	1:211082780	1:211090690	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AG4H9S3J	NA	1.94576954875202	NA	NA	NA	no change	NA	NA	1:211018864	1:211082898	ARRIBA	frameshift	1	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AG4H9S3J	NA	1.94576954875202	NA	NA	NA	no change	NA	NA	1:211082780	1:211107377	ARRIBA	frameshift	6	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AG4H9S3J	NA	1.94576954875202	NA	NA	NA	no change	NA	NA	1:210919640	1:211019256	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AG4H9S3J	NA	1.94576954875202	NA	NA	NA	no change	NA	NA	1:210919640	1:210920069	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AJ6X83G5	NA	4.34563609346822	NA	NA	NA	differentially expressed	NA	NA	1:211082780	1:211107377	ARRIBA	frameshift	3	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AJ6X83G5	NA	4.34563609346822	NA	NA	NA	differentially expressed	NA	NA	1:210919640	1:210920069	ARRIBA	frameshift	5	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AJ6X83G5	NA	4.34563609346822	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211090690	ARRIBA	frameshift	15	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AJ6X83G5	NA	4.34563609346822	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211107377	ARRIBA	frameshift	2	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AJ6X83G5	NA	4.34563609346822	NA	NA	NA	differentially expressed	NA	NA	1:211090562	1:211107377	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AJ6X83G5	NA	4.34563609346822	NA	NA	NA	differentially expressed	NA	NA	1:211082780	1:211090690	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AJ6X83G5	NA	4.34563609346822	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211019256	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AMQGM1V9	NA	2.39846041535519	NA	NA	NA	differentially expressed	NA	NA	1:211082780	1:211107377	ARRIBA	frameshift	13	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AMQGM1V9	NA	2.39846041535519	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211019256	ARRIBA	in-frame	5	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AMQGM1V9	NA	2.39846041535519	NA	NA	NA	differentially expressed	NA	NA	1:211090562	1:211107377	ARRIBA	in-frame	4	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AMQGM1V9	NA	2.39846041535519	NA	NA	NA	differentially expressed	NA	NA	1:210919640	1:210920069	ARRIBA	frameshift	2	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AMQGM1V9	NA	2.39846041535519	NA	NA	NA	differentially expressed	NA	NA	1:211103496	1:211107377	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AMQGM1V9	NA	2.39846041535519	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211090690	ARRIBA	frameshift	9	3	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AMQGM1V9	NA	2.39846041535519	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211082898	ARRIBA	frameshift	2	2	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AMQGM1V9	NA	2.39846041535519	NA	NA	NA	differentially expressed	NA	NA	1:211082780	1:211090690	ARRIBA	frameshift	3	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AWH9757B	NA	2.54822849466082	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211090690	ARRIBA	frameshift	2	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AWH9757B	NA	2.54822849466082	NA	NA	NA	differentially expressed	NA	NA	1:210919640	1:210920069	ARRIBA	frameshift	5	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AWH9757B	NA	2.54822849466082	NA	NA	NA	differentially expressed	NA	NA	1:211082780	1:211107377	ARRIBA	frameshift	8	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AWH9757B	NA	2.54822849466082	NA	NA	NA	differentially expressed	NA	NA	1:210919640	1:211019256	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AWH9757B	NA	2.54822849466082	NA	NA	NA	differentially expressed	NA	NA	1:211090562	1:211107377	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AWH9757B	NA	2.54822849466082	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211082898	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_AWH9757B	NA	2.54822849466082	NA	NA	NA	differentially expressed	NA	NA	1:211082780	1:211090690	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_BKR4E30C	NA	2.25897054304064	NA	NA	NA	differentially expressed	NA	NA	1:211082780	1:211107377	ARRIBA	frameshift	4	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_BKR4E30C	NA	2.25897054304064	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211082898	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_BKR4E30C	NA	2.25897054304064	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211090690	ARRIBA	frameshift	4	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_BKR4E30C	NA	2.25897054304064	NA	NA	NA	differentially expressed	NA	NA	1:211082780	1:211090690	ARRIBA	frameshift	2	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_BKR4E30C	NA	2.25897054304064	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211019256	ARRIBA	in-frame	2	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_BKR4E30C	NA	2.25897054304064	NA	NA	NA	differentially expressed	NA	NA	1:210919640	1:210920069	ARRIBA	frameshift	3	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_BKR4E30C	NA	2.25897054304064	NA	NA	NA	differentially expressed	NA	NA	1:211082780	1:211103602	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_C6ZZ3FY5	NA	1.17365269285413	NA	NA	NA	no change	NA	NA	1:211018864	1:211090690	ARRIBA	frameshift	8	4	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_C6ZZ3FY5	NA	1.17365269285413	NA	NA	NA	no change	NA	NA	1:210919640	1:210920069	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_C6ZZ3FY5	NA	1.17365269285413	NA	NA	NA	no change	NA	NA	1:211082780	1:211107377	ARRIBA	frameshift	1	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_C7N3J4NW	NA	4.52260483756419	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211082898	ARRIBA	frameshift	5	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_C7N3J4NW	NA	4.52260483756419	NA	NA	NA	differentially expressed	NA	NA	1:210919640	1:210920069	ARRIBA	frameshift	3	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_C7N3J4NW	NA	4.52260483756419	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211019256	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_C7N3J4NW	NA	4.52260483756419	NA	NA	NA	differentially expressed	NA	NA	1:211082780	1:211090690	ARRIBA	frameshift	2	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_C7N3J4NW	NA	4.52260483756419	NA	NA	NA	differentially expressed	NA	NA	1:211082780	1:211107377	ARRIBA	frameshift	8	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_C7N3J4NW	NA	4.52260483756419	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211090690	ARRIBA	frameshift	17	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_CQSAJ7BF	NA	3.79598842231576	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211090690	ARRIBA	frameshift	15	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_CQSAJ7BF	NA	3.79598842231576	NA	NA	NA	differentially expressed	NA	NA	1:211082780	1:211107377	ARRIBA	frameshift	10	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_CQSAJ7BF	NA	3.79598842231576	NA	NA	NA	differentially expressed	NA	NA	1:210919640	1:210920069	ARRIBA	frameshift	2	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_CQSAJ7BF	NA	3.79598842231576	NA	NA	NA	differentially expressed	NA	NA	1:211090562	1:211107377	ARRIBA	in-frame	2	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_CQSAJ7BF	NA	3.79598842231576	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211082898	ARRIBA	frameshift	2	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_CQSAJ7BF	NA	3.79598842231576	NA	NA	NA	differentially expressed	NA	NA	1:211082780	1:211090690	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_CQSAJ7BF	NA	3.79598842231576	NA	NA	NA	differentially expressed	NA	NA	1:210919640	1:211019256	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_CQSAJ7BF	NA	3.79598842231576	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211019256	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_CREQ97QC	NA	2.53244202934516	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211090690	ARRIBA	frameshift	12	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_CREQ97QC	NA	2.53244202934516	NA	NA	NA	differentially expressed	NA	NA	1:211082780	1:211107377	ARRIBA	frameshift	18	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_CREQ97QC	NA	2.53244202934516	NA	NA	NA	differentially expressed	NA	NA	1:211082780	1:211090690	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_CREQ97QC	NA	2.53244202934516	NA	NA	NA	differentially expressed	NA	NA	1:210919640	1:210920069	ARRIBA	frameshift	6	3	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_CREQ97QC	NA	2.53244202934516	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211019256	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_CREQ97QC	NA	2.53244202934516	NA	NA	NA	differentially expressed	NA	NA	1:211090562	1:211107377	ARRIBA	in-frame	2	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_CREQ97QC	NA	2.53244202934516	NA	NA	NA	differentially expressed	NA	NA	1:210919640	1:211019256	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_CREQ97QC	NA	2.53244202934516	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211082898	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_CREQ97QC	NA	2.53244202934516	NA	NA	NA	differentially expressed	NA	NA	1:211082780	1:211103602	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_CVGFNCBJ	NA	3.09734467623406	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211090690	ARRIBA	frameshift	9	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_CVGFNCBJ	NA	3.09734467623406	NA	NA	NA	differentially expressed	NA	NA	1:211082780	1:211090690	ARRIBA	frameshift	2	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_CVGFNCBJ	NA	3.09734467623406	NA	NA	NA	differentially expressed	NA	NA	1:211018864	1:211082898	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_CVGFNCBJ	NA	3.09734467623406	NA	NA	NA	differentially expressed	NA	NA	1:211082780	1:211107377	ARRIBA	frameshift	7	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_CVGFNCBJ	NA	3.09734467623406	NA	NA	NA	differentially expressed	NA	NA	1:210919640	1:210920069	ARRIBA	frameshift	2	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
AL590132.1--KCNH1	BS_CVGFNCBJ	NA	3.09734467623406	NA	NA	NA	differentially expressed	NA	NA	1:210919640	1:211019256	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	onco	NA	NA	NA
